agency_cd	site_no	datetime	115688_00010_00001	115688_00010_00001_cd	115689_00010_00002	115689_00010_00002_cd	115690_00010_00003	115690_00010_00003_cd	115691_00400_00001	115691_00400_00001_cd	115692_00400_00002	115692_00400_00002_cd	115694_00400_00008	115694_00400_00008_cd	115695_00095_00001	115695_00095_00001_cd	115696_00095_00002	115696_00095_00002_cd	115697_00095_00003	115697_00095_00003_cd	115698_00300_00001	115698_00300_00001_cd	115699_00300_00002	115699_00300_00002_cd	115700_00300_00003	115700_00300_00003_cd	249362_95202_00001	249362_95202_00001_cd	249363_95202_00003	249363_95202_00003_cd	249364_95202_00002	249364_95202_00002_cd
5s	15s	20d	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s
USGS	422719121571400	2013-08-08	20.7	A	19.4	A	20.0	A	9.2	A	7.6	A	8.1	A	130	A	112	A	121	A	7.2	A	0.3	A	3.1	A	1463520	A	350499	A	137518	A
USGS	422719121571400	2013-08-09	19.9	A	18.0	A	18.9	A	8.4	A	7.4	A	7.6	A	129	A	108	A	118	A	4.1	A	1.4	A	2.9	A	236165	A	66223	A	27303	A
USGS	422719121571400	2013-08-10	19.8	A	18.1	A	18.8	A	8.9	A	7.5	A	7.7	A	126	A	113	A	122	A	5.6	A	1.8	A	3.4	A	95425	A	39836	A	20379	A
USGS	422719121571400	2013-08-11	21.2	A	18.5	A	19.4	A	9.3	A	7.4	A	8.6	A	127	A	106	A	116	A	7.3	A	2.2	A	4.4	A	122051	A	39381	A	20302	A
USGS	422719121571400	2013-08-12	20.9	A	19.0	A	19.8	A	9.3	A	7.8	A	9.0	A	124	A	113	A	117	A	10.7	A	2.5	A	6.9	A	175025	A	57866	A	30353	A
USGS	422719121571400	2013-08-13	22.2	A	19.9	A	20.8	A	9.5	A	8.0	A	9.0	A							11.4	A	2.0	A	6.1	A	228214	A	81059	A	36944	A
USGS	422719121571400	2013-08-14	23.0	A	20.6	A	21.5	A	8.8	A	7.5	A	7.7	A	125	A	111	A	118	A	5.4	A	1.9	A	2.8	A	107043	A	55536	A	20012	A
USGS	422719121571400	2013-08-15	23.7	A	20.4	A	21.7	A	8.9	A	7.5	A	8.1	A	116	A	108	A	112	A	3.8	A	1.6	A	2.6	A	156645	A	45016	A	16622	A
USGS	422719121571400	2013-08-16	23.1	A	20.9	A	21.9	A	8.7	A	7.8	A	8.2	A	117	A	107	A	111	A	2.4	A	1.6	A	2.0	A	282152	A	81514	A	19855	A
USGS	422719121571400	2013-08-17	23.3	A	21.2	A	22.0	A	8.1	A	7.5	A	7.7	A	121	A	113	A	118	A	2.6	A	1.1	A	1.8	A	79285	A	41112	A	23065	A
USGS	422719121571400	2013-08-18	23.2	A	21.4	A	22.2	A	8.4	A	7.4	A	7.5	A	122	A	115	A	119	A	6.0	A	1.6	A	2.9	A	42596	A	24765	A	16408	A
USGS	422719121571400	2013-08-19	23.5	A	21.2	A	22.4	A	8.2	A	7.3	A	7.7	A	124	A	118	A	120	A	4.9	A	1.8	A	3.2	A	42596	A	27245	A	16344	A
USGS	422719121571400	2013-08-20	23.0	A	21.2	A	22.2	A	8.8	A	7.4	A	7.6	A	122	A	116	A	119	A	7.4	A	1.9	A	3.8	A	32571	A	26512	A	22736	A
USGS	422719121571400	2013-08-21	22.9	A	20.8	A	21.9	A	7.5	A	7.4	A	7.4	A	125	A	118	A	123	A	5.0	A	2.1	A	2.8	A	149069	A	29159	A	16178	A
USGS	422719121571400	2013-08-22	21.6	A	19.5	A	20.4	A	7.5	A	7.2	A	7.4	A	125	A	110	A	118	A	4.9	A	3.0	A	3.8	A	112802	A	27007	A	12894	A
USGS	422719121571400	2013-08-23	21.4	A	18.5	A	19.7	A	7.4	A	7.2	A	7.3	A	125	A	120	A	122	A	4.0	A	2.8	A	3.3	A	32180	A	17594	A	9632	A
USGS	422719121571400	2013-08-24	21.2	A	18.9	A	19.9	A	7.4	A	7.2	A	7.3	A	124	A	117	A	121	A	4.2	A	3.1	A	3.7	A	38294	A	19442	A	12769	A
USGS	422719121571400	2013-08-25	19.8	A	17.4	A	19.1	A	7.5	A	7.2	A	7.2	A	124	A	102	A	117	A	6.5	A	2.9	A	4.1	A	34988	A	16108	A	9525	A
USGS	422719121571400	2013-08-26	20.4	A	18.1	A	18.8	A	7.5	A	7.1	A	7.2	A	124	A	106	A	120	A	6.6	A	3.0	A	4.0	A	31704	A	19925	A	12657	A
USGS	422719121571400	2013-08-27	21.7	A	18.8	A	20.0	A	7.2	A	7.1	A	7.2	A	122	A	115	A	119	A	4.1	A	2.5	A	3.2	A	25275	A	16088	A	12591	A
USGS	422719121571400	2013-08-28	21.7	A	19.1	A	20.2	A	7.5	A	7.2	A	7.3	A	125	A	112	A	120	A	6.0	A	3.6	A	4.7	A	18858	A	10395	A	0	A
USGS	422719121571400	2013-08-29	21.0	A	18.8	A	19.9	A	7.6	A	7.3	A	7.5	A	118	A	107	A	113	A	6.9	A	4.5	A	5.9	A	42250	A	3304	A	0	A
USGS	422719121571400	2013-08-30	21.2	A	19.0	A	20.0	A	7.6	A	7.4	A	7.4	A	123	A	109	A	120	A	7.1	A	5.2	A	5.9	A	7013	A	2187	A	0	A
USGS	422719121571400	2013-08-31	22.1	A	19.6	A	20.7	A	7.5	A	7.2	A	7.4	A	121	A	116	A	119	A	6.2	A	4.2	A	5.3	A	10388	A	3182	A	0	A
